title,target
网络环境下高校图书馆开展二次文献服务的思考——以河海大学图书馆的实践为例,"[1]对开展二次文献服务的探讨[J].祝平.全国新书目.2008(05)
[2]二次文献在数字化进程中的生存危机与对策研究[J].肖大成.图书馆理论与实践.2005(03)
[3]中国二次文献系统的建设与发展[J].董小英.中国图书馆学报.1995(02)
"
1999—2008年江苏高校图书馆知识服务的认识与实践——江苏高校情报咨询专业委员会第十次学术研讨综述,"[1]走向知识服务:寻找新世纪图书情报工作的生长点[J].张晓林.中国图书馆学报.2000(05)
"
怎样选择学科导航的著录网页,
浅议网络环境下高校图书馆读者服务工作,"[1]建立可持续发展的图书馆管理体系──知识经济带给图书馆管理的思考之三(上)[J].王世伟.图书馆杂志.1999(04)
[2]藏书发展与资源共享[M].人民教育出版社,余海宪主编,2002
"
"做好少儿图书馆工作——培养少儿阅读兴趣,提高少儿阅读能力","[1]少儿馆如何进行网络信息资源的开发与利用[J].刘健.中小学图书情报世界.2007(10)
[2]浅谈图书馆如何做好青少年阅读工作[J].詹锦荣.全国新书目.2007(18)
[3]儿童阅读心理探析及其教育策略[J].廖连生.福建图书馆理论与实践.2007(02)
[4]网络环境与少儿图书馆[J].熊琪.江西图书馆学刊.2006(04)
[5]为儿童创造丰富的多元阅读环境[J].李艳.中小学图书情报世界.2006(10)
[6]少儿图书馆的中介读者工作[J].陈力.中国图书馆学报.2005(06)
[7]浅谈对儿童阅读的辅导[J].蒋丽娜.图书馆工作与研究.2004(05)
[8]少年儿童阅读规律研究[J].孟绂.图书馆工作与研究.2003(05)
[9]http://www.xmst.org/
.
[10]http://www.hnst.org/
.
"
网络时代高校图书馆外刊资源的管理,"[1]网络环境下图书馆信息资源构建探论[J].龙淑萍.现代情报.2007(05)
[2]提高外文期刊保障能力的有效途径——文献传递服务[J].宋利敏.图书馆建设.2007(01)
[3]网络环境下印刷型和电子型外文期刊协调建设研究[J].张娣.图书馆杂志.2006(09)
"
高校图书馆建设网络资源学科导航库的调查研究,"[1]“CALIS重点学科网络资源导航库”标准与规范述评[J].张惠君,张春红,萧德洪,林佳.大学图书馆学报.2006(03)
[2]DutchESS.http://www.konbib.nl/dutchess/
.
[3]EELS.http://www.ub.lu.se/eel/
.
"
中文期刊数据库回溯建设实践探讨,"[1]质量控制——期刊回溯建库的关键[J].陈燕珠.图书馆学研究.2004(11)
[2]从期刊回溯建库谈高校学报的分编[J].杨琳.河南图书馆学刊.2004(03)
[3]中文连续出版物数据库建设刍议[J].房光宏.图书馆学刊.2004(02)
[4]谈谈我馆过刊回溯性建库方法[J].曾文珍.情报探索.2003(04)
[5]“复印报刊资料”的动态化特点与数字化处理[J].张文瑛.现代情报.2003(09)
[6]高校学报类期刊的分类与著录[J].陈培敏.浙江师范大学学报.2002(04)
[7]试析期刊更名类型及其著录分类[J].刘秀华.图书馆工作与研究.2002(02)
[8]期刊回溯建库的质量控制措施[J].杨月珍,白广琴.图书馆建设.2001(S1)
[9]CALIS联机合作编目手册[M].北京大学出版社,谢琴芳主编,2000
"
高校图书馆信息素质教育研究的文献计量分析,"[1]高校图书馆在信息素质教育中的作用[J].杨丽.图书馆界.2005(02)
[2]关于元数据在数字图书馆方面的应用研究——LISA数据库收录文献计量分析[J].张薇薇.情报杂志.2002(12)
[3]1988～1996年A&HCI收录我国人文科学文献的定量分析[J].华薇娜.情报杂志.2001(02)
"
从认识民间读书报刊的价值到图书馆的内部刊物搜藏,
由80/20到九法则所想到的,"[1]长尾理论[M].中信出版社,(美)安德森,2006
[2]世界是平的[M].湖南科学技术出版社,(美)托马斯·弗里德曼(ThomasL.Friedman)著,2006
"
对网络环境下高校图书馆工作的新思考,"[1]网络资源整合与高校重点学科建设[J].吴东敏,高新陵.河海大学学报(哲学社会科学版).2007(02)
[2]知识导航员:滞于口号还是走向现实?[J].沈固朝.新世纪图书馆.2005(03)
[3]大学图书馆管理的十大改革探索[J].柯平.大学图书馆学报.2001(05)
[4]基于Web的信息服务效果的优化研究[J].索传军,焦玉英.中国图书馆学报.2001(04)
[5]开发利用网络信息资源的对策研究[J].李家清.图书情报知识.2001(01)
"
香港大学与内地大学图书馆之比较,
数字化图书馆的构成要素,"[1]数字图书馆建设的现状分析与思考[J].金珠.农业图书情报学刊.2004(10)
[2]数字图书馆建设中存在的问题与对策[J].梁红杰,于春霞.黄河科技大学学报.2004(03)
[3]科学认识数字图书馆建设[J].吕建新.图书馆理论与实践.2004(04)
[4]加强我国数字图书馆的资源建设[J].李蓉梅,张克林.阜阳师范学院学报(社会科学版).2004(03)
[5]关于数字图书馆建设研究[J].蔡文松,田宗乾.河北科技图苑.2003(04)
[6]中国数字图书馆建设的研究与对策[J].张铭霞.北方经贸.2003(02)
[7]关于我国数字图书馆建设中存在的问题与对策的探讨[J].方翎.辽宁行政学院学报.2003(01)
[8]我国数字图书馆建设现状分析与思考[J].孙正东.情报资料工作.2002(02)
"
学科导航数据库建设中的资源选择,"[1]DC元数据在网络资源学科导航体系中的应用研究[J].徐佳宁.图书馆建设.2002(01)
[2]高校重点学科导航库建设探析──以华南理工大学图书馆重点学科导航库为例[J].楼宏青.大学图书馆学报.2001(04)
"
图书馆知识管理及其实施策略,"[1]图书馆知识管理策略初探[J].杨晓棠.情报探索.2005(02)
[2]简述燕山大学图书馆关于知识管理的实施与对策[J].付广明.河北科技图苑.2005(02)
[3]图书馆知识管理的内容和实施策略[J].安月玲.河北职业技术学院学报.2004(04)
[4]知识管理在图书馆管理中的意义[J].赵建梅.烟台师范学院学报(哲学社会科学版).2004(04)
[5]用知识管理思想指导现代图书馆建设[J].许红梅.大学图书情报学刊.2004(02)
[6]略论图书馆的知识管理[J].胡军.图书馆学研究.2004(04)
[7]知识管理思想在图书馆的运用[J].彭莲好.咸宁学院学报.2004(02)
[8]图书馆知识管理的特征及其实施策略[J].李家清.图书情报知识.2003(01)
"
图书馆编目工作效率探究,"[1]外部书目数据源在中文图书编目中的利用[J].张真一.甘肃科技.2004(09)
[2]高校图书馆中文图书编目利用外部数据源探讨[J].蔡敏.图书馆论坛.2004(03)
[3]现代编目中的定额管理与效率系数管理[J].黄传生.图书馆论坛.2004(01)
[4]实行目标责任管理提高编目工作效率[J].刘如.图书馆.2003(05)
[5]对提高编目工作效率的思考[J].陈凤兰.晋图学刊.2003(03)
[6]如何提高图书编目的工作效率[J].彭泽华,刘宇.高校图书馆工作.2003(03)
[7]图书馆编目工作的效率问题分析[J].戴行德.图书馆建设.2002(03)
[8]提高图书分类编目质量和效率的体会[J].聂科.广东医学院学报.2002(02)
"
高校图书馆人力资本的投入产出及效益评估,"[1]我国高等教育投入产出相对有效性的评价研究[J].陈通,白建英.中国高等教育评估.2002(02)
[2]科研单位科学活动的投入产出模型——效益管理[J].何传启,马诚.科研管理.1990(01)
"
浅析如何提高高校图书馆的服务质量,"[1]图书馆决策的六个问题[J].陈文爱.情报杂志.2001(05)
[2]知识经济与图书馆[M].北京图书馆出版社,丁有骏主编,2000
[3]21世纪图书馆新论[M].上海科学技术文献出版社,吴建中著,1998
"
学位论文数据库结构及应用分析,
图书管理信息化系统结构与数据库建设的探讨,
旧书业的兴衰与社会文化变迁——评《中国旧书业百年》,
基于用户的数字资源整合模式研究,"[1]从信息孤岛的形成谈数字资源整合的作用[J].李希明,土丽艳,金科.图书馆论坛.2003(06)
[2]数字资源整合的现状及其发展[J].刘峥.图书情报知识.2003(05)
[3]学术信息资源整合工具——SFX及其启示[J].李爱国,汪社教.现代图书情报技术.2003(01)
[4]Heterogeneousdigitallibraryqueryplatformusingatrulydistributedmulti-agentsearchI.A.N.Zincir-Heywood,etc.J.CooperativeInformationSystem.2000


"
OCLC的最新发展战略,
用VB6分解MARC产生的问题及解决办法,"[1]文献编目工作[M].北京图书馆出版社,黄俊贵主编,2000
"
科技查新检索结论的作用与表述,"[1]科技查新中的检索策略[J].吴东敏.现代情报.2000(01)
"
科技查新与知识产权保护的互动作用,
科技查新的质量控制,"[1]提高科技查新质量的实践与认识[J].张晶.图书馆理论与实践.2003(03)
[2]利用网络资源提高科技查新的文献保障率[J].刘静,鄢小燕.情报理论与实践.1998(03)
[3]谈保证查新质量的措施[J].章继华,陈玲庆,熊玉林.图书情报工作.1997(09)
[4]文献信息网络与查新[J].李春蓉.图书情报工作.1997(02)
[5]查新咨询中查新报告质量控制标准初探[J].司徒玉玲,冼鼎刚.医学图书馆通讯.1996(01)
"
查新检索结论的原则及表述,"[1]科技查新中的检索策略[J].吴东敏.现代情报.2000(01)
[2]科技查新教程[M].机械工业出版社,《科技查新教程》编写组编,2001
"
IDC与数字图书馆建设,"[1]未来时速[M].北京大学出版社,(美)比尔·盖茨(BillGates)著,1999
"
"师者,解惑也——读《南京大学百年学术精品——图书馆学卷》",
加强文献资源共享——江苏省高校通用借书证工作研究,"[1]江苏地区与上海地区文献资源共享体系的比较研究[J].彭桃英,吴立志.情报资料工作.2002(03)
[2]上海高校网络图书馆的探索与实践[J].庄琦,曹雄伟.大学图书馆学报.2001(03)
"
国外数据库引进现状、问题与对策,"[1]国外连续出版物与知识管理平台构建[J].谢友宁.图书馆杂志.2003(02)
[2]国外网络电子资源概况[J].阎智.现代情报.2002(09)
[3]国外网络数据库的引进与使用[J].肖珑.现代图书情报技术.2000(02)





[9]http://www.nlc.gov.cn/
.
[10]http://www.las.ac.c.
"
利用汇文系统进行外文图书回溯建库,"[1]中文期刊回溯建库的实践与思考[J].童云娟,郑萍.新世纪图书馆.2003(02)
"
市场经济体制下高校图书馆中文采访问题与对策,
高校图书馆现代化建设的探讨,
河海大学图书馆的网络建设与维护,
国外连续出版物与知识管理平台构建,
文献采购招标投标可行性研究,"[1]中国招标投标法原理与适用[M].机械工业出版社,曹富国著,2002
"
国外连续出版物发展态势与国内对策研究,"[1]九十年代——国外期刊的黄金发展时期[J].薛飞.国际新闻界.1999(06)
"
江苏地区与上海地区文献资源共享体系的比较研究,
高校新建分校区图书馆的建筑设计,"[1]南京师范大学敬文图书馆简介[J].江苏图书馆学报.2001(03)
[2]台湾图书馆建设及其研究[J].李明华.图书馆论坛.2001(01)
[3]图书馆建立综合布线系统的思考[J].卢仕严.图书馆建设.2001(01)
[4]信息社会和知识经济时代图书馆建筑的新理念[J].王昕.图书馆建设.2001(01)
[5]关于普通高等学校图书馆建筑的思考[J].王文友.大学图书馆学报.1998(02)
"
更新文献检索课教学内容与方法的思考,
简论数字图书馆的建设,"[1]关于中国公共图书馆同美国公共图书馆相比较的思考[J].包学鸣.图书情报工作.2001(02)
[2]论数字图书馆建设[J].王军.情报杂志.2000(01)
[3]从数字化、网络化看图书馆虚拟化过程[J].钱刚.图书情报工作.1998(07)
[4]清华大学图书馆的电子化、网络化发展[J].姜爱蓉,刘桂林.图书情报工作.1998(05)
"
高校图书馆外文采访工作现状分析与对策,"[1]信息媒体及其采集[M].北京大学出版社,刘兹恒编著,1998
"
汇文信息服务系统在流通业务管理模块设计中的不足,
论高校图书馆岗位津贴分配改革,
论我国数字图书馆的建设,
决策支持系统文献归类研究,
从列举式分类法向组配分类法的转变——试论新版《资料法》的修订特色,"[1]论《中国图书资料分类法》的发展路向[J].侯汉清,陈树年.图书情报工作.1991(06)
[2]《资料法》辅助表分面改造探讨[J].周冰,侯汉清.大学图书馆学报.1991(04)
[3]当代分类法主题法索引法研究[M].书目文献出版社,侯汉清编著,1993
"
从Webring的组织形式谈创新,
制作图书馆教学课件的几点看法,"[1]清华大学图书馆系统方案分析[J].张志强.图书馆论坛.2001(01)
[2]电子阅览室的读者服务工作之我见[J].唐光前.图书馆理论与实践.2001(01)
"
网络环境下高校图书馆面临的挑战及对策,
从书必妥文献服务系统的重组看德国图书馆的联网信息服务,"[1]德国文献服务系统SUBITO.1的建成对我国图书馆信息工作的启示[J].梁志建.江苏图书馆学报.1998(05)
"
努力奋斗  实现“电子化图书馆+网络信息=新的生产力”,"[1]建设中国数字图书馆意义重大[J].徐文伯.图书馆.2000(02)
[2]直面挑战开创未来——“21世纪大学图书馆的新使命”国际学术研讨会综述[J].何朝晖,朱强.大学图书馆学报.1999(01)
"
岳池陈树棠朴园书藏小考,"[1]胡适书信集[M].北京大学出版社,胡适著,1996
[2]胡适书信集[M].北京大学出版社,胡适著,1996
[3]陈寅恪诗集[M].清华大学出版社,陈美延,陈流求编,1993
"
浅谈工具书计算机管理,
中国期刊网功能与检索技巧,
馆员新位置:知识工程师,"[1]服务蓝图及其应用[J].徐明,吉宗玉.价值工程.1999(06)
[2]知本家风暴[M].中国友谊出版公司,姜奇平等著,1999
"
新版《中图法》通用复分表修订特色,"[1]当代分类法主题法索引法研究[M].书目文献出版社,侯汉清编著,1993
[2]中国图书馆图书分类法二三版改版实用手册[M].科学技术文献出版社,马恒通,田文清主编,1992
"
民国时期藏书家的赏鉴之风,"[1]周珏良文集[M].外语教学与研究出版社,周珏良著,1994
[2]版本学概论[M].巴蜀书社,戴南海著,1989
[3]藏园群书题记[M].上海古籍出版社,傅增湘,1989
[4]珠还记幸[M].三联书店,黄裳著,1985
"
试论“概念图书馆”,
图书馆计算机管理人员的尴尬,"[1]汉字与信息时代[J].晨雨.中文信息.1994(05)
"
《晦庵书话》和新书版本学,"[1]图书馆古籍编目[M].中华书局,北京大学图书馆学系,1985
"
面向21世纪的河海大学常州分校图书馆,
新形势下期刊馆员的继续教育与培训,"[1]期刊采集和开发利用[J].马晴云,于诺.图书馆建设.1996(03)
"
德国文献服务系统SUBITO.1的建成对我国图书馆信息工作的启示,"[1]清华大学图书馆的电子化、网络化发展[J].姜爱蓉,刘桂林.图书情报工作.1998(05)
[2]论21世纪的虚拟图书馆与传统图书馆(上)[J].黄宗忠.图书馆理论与实践.1998(01)
"
图书馆局域网的建设和管理,
在校园网制作页面传播期刊信息,
重构图书馆评价体系的研究,"[1]图书馆文献的配置原理[J].朱同同,顾宏.图书情报工作.1999(01)
[2]读者工作是一门艺术[J].谢友宁.图书馆工作与研究.1995(06)
[3]211工程与高校图书馆评估指标[J].柴肇基.大学图书馆学报.1994(04)
[4]从混沌到有序[M].上海译文出版社,(比利时)普里戈金(Prigogine,I.),(法)斯唐热(Stengers,I.)著,1987
"
阅读:从文献交流到信息交流,"[1]文献信息传播理论初探[J].黄宗忠.中国图书馆学报.1993(01)
[2]阅读心理学[M].北京师范大学出版社,张必隐著,1992
[3]文献信息学引论[M].书目文献出版社,朱建亮著,1992
[4]文献信息学[M].科学技术文献出版社,黄宗忠主编,1992
[5]阅读活动[M].中国社会科学出版社,(德)伊瑟尔(Iser,Wolfgang)著,1991
[6]文献学概论[M].江苏教育出版社,倪波主编,1990
[7]文献交流引论[M].书目文献出版社,周文骏著,1986
[8]目录学资料汇编[M].武汉大学出版社,彭斐章等编,1986
"
国际标准书号展开算法,"[1]全国千家出版发行单位名录[M].中国青年出版社,王久安编,1993
[2]编辑出版知识问答[M].科学普及出版社,罗树宝,吕　品编著,1988
[3]著编译审校指南[M].中国科学技术大学出版社,江建名编著,1988
[4]编辑学概论[M].四川省社会科学院出版社,朱文显,邓星盈编著,1988
"
开发利用期刊的新途径─—使用缩微品,"[1]浅谈缩微技术在高校图书馆期刊开发利用中的应用[J].张伯康.缩微技术.1994(01)
"
高校图书馆藏书建设规划管理探讨,
大学生窃书现象分析及其对策,
云烟过眼留鸿爪──严宝善先生与《贩书经眼录》,"[1]清儒学记[M].齐鲁书社,张舜徽著,1991
[2]江浙访书记[M].三联书店,谢国桢著,1985
[3]江浙藏书家史略[M].中华书局,吴晗撰,1981
"
参考馆员面临的机遇和挑战,
提高《中国学术期刊(光盘版)》利用率的措施,
外刊利用调查及价值分析,
图书馆应重视信息产品策划,
计算机管理在期刊应用中存在的几个误区,
现代书商和中国典籍的聚散,"[1]上海近代藏书纪事诗[M].华东师范大学出版社,周退密,宋路霞著,1993
[2]余时书话[M].四川文艺出版社,姜德明著,1992
[3]抢救祖国文献的珍贵记录[M].学林出版社,刘哲民,陈正文编,1992
[4]书林琐记[M].人民日报出版社,雷梦水著,1988
[5]张元济傅增湘论书尺牍[M].商务印书馆,张元济,1983
[6]榆下说书[M].三联书店,黄裳著,1982
[7]劫中得书记[M].上海古典文学出版社,郑振铎著,1956
"
当今图书馆学研究新态势之思考,
试论读者权益保护,"[1]俄罗斯图书馆事业联邦法[J].林曦.江苏图书馆学报.1997(01)
[2]俄罗斯“信息法”综述[J].陵原.中国科技信息.1997(02)
[3]世界图书馆事业资料汇编[M].书目文献出版社,文化部图书馆事业管理局科教处编,1990
"
主页(Homepage)设计保护初探,
客户机/服务器模式的图书馆集成管理系统建设,
浅谈计算机类图书的选购原则,
试谈高校图书馆语音室的建立及使用,"[1]略析图书馆视听设备的合理利用[J].刘啸冰.现代图书情报技术.1990(01)
"
读者──图书馆事业发展的温度计,
近现代的海外访书,"[1]文献学辞典[M].江西教育出版社,赵国璋,潘树广主编,1991
"
缩微复制技术在外文期刊协调中的作用,"[1]缩微技术的开发利用[J].曹汉章,袁玉泉.河海科技进展.1992(02)
"
图书馆需不需要CI,
在大学及科研机构图书馆中建立自产文献数据库,
专业会议资料的开发利用,"[1]论全民信息意识与信息资源的开发(上)[J].蔡曙光.图书馆学研究.1993(05)
"
由图书馆使用计算机管理引来的思考,
是否有新书版本学,
高校图书馆对内部资料管理工作的几点做法与思考,
傅增湘先生对蜀中文献的收集与传播──兼谈《宋代蜀文辑存》的编辑出版,
信息服务制高点——信息策划,
高校图书馆复杂网络构建与智慧化应用探索,"[1]人工智能在图书馆应用的理论逻辑、现实困境与路径展望[J].杨九龙,阳玉堃,许碧涵.图书情报工作.2019(04)
[2]基于用户画像的图书馆大数据知识服务情境化推荐[J].刘海鸥,姚苏梅,黄文娜,张亚明.图书馆学研究.2018(24)
[3]智慧图书馆服务模式及平台构建研究[J].李彩宁,毕新华,陈立军.图书馆.2018(12)
[4]用户画像模型及其在图书馆领域中的应用[J].刘海鸥,孙晶晶,陈晶,张亚明.图书馆理论与实践.2018(10)
[5]基于社交网络的高校图书馆用户画像构建研究[J].吴智勤,柳益君,李仁璞,黄纯国.图书馆学研究.2018(16)
[6]高校移动图书馆用户画像构建实证[J].陈添源.图书情报工作.2018(07)
[7]人工智能与图书馆[J].吴建中.图书与情报.2017(06)
[8]人工智能技术在图书馆的应用、挑战及发展趋势[J].布和宝力德.图书与情报.2017(06)
[9]图书馆智能化咨询问答机器人系统设计与语料技术研究[J].来云.现代情报.2017(11)
[10]复杂网络环境下基于信任传递的推荐模型研究[J].李慧,马小平,施珺,李存华,仲兆满,蔡虹.自动化学报.2018(02)
[11]基于关联图谱的高校图书馆图书个性化推荐方法研究[D].吕丹阳.华中科技大学2016
[12]Neo4j权威指南[M].清华大学出版社,张帜,2017
[13]复杂网络理论及其应用[M].清华大学出版社,汪小帆,李翔,陈关荣编著,2006
[14]node2vec:Scalablefeaturelearningfornetworks.GROVERA,LESKOVECJ.ACMSIGKDDInternationalConferenc.2016
[15]Structuraldeepnetworkembedding.WANGD,CUIP,ZHUW.ACMSIGKDDInternationalConferenc.2016
[16]Line:Large-scaleinformationnetworkembedding.TangJ,QuM,WangMetal.Proceedingsofthe24thInternationalConferenceonWorldWideWe.2015
[17]OpenQuestionAnsweringwithWeaklySupervisedEmbeddingModels.BordesA,WestonJ,UsunierN.MachineLearningandKnowledgeDiscoveryinDatabase.2014
[18]Questionansweringwithsubgraphembeddings.BordesA,ChopraS,WestonJ.Proceedingsofthe2014ConferenceonEmpiricalMethodsinNaturalLanguageProcessin.2014
[19]ManagingyourdatainNeo4j.KEMPERC..2015
[20]Billion-scalecommodityembeddingforE-commercerecommendationinAlibaba.WANGJ,HUANGP,ZHAOH,etal.Proceedingsofthe24thACMSIGKDDinternationalconferenceonknowledgediscovery&dataminin.2018
"
数字资源建设值得关注的几个问题,
“数字文献长期保存”是战略，也是责任,
"做好少儿图书馆工作——培养少儿阅读兴趣,提高少儿阅读能力","[1]少儿馆如何进行网络信息资源的开发与利用[J].刘健.中小学图书情报世界.2007(10)
[2]浅谈图书馆如何做好青少年阅读工作[J].詹锦荣.全国新书目.2007(18)
[3]儿童阅读心理探析及其教育策略[J].廖连生.福建图书馆理论与实践.2007(02)
[4]网络环境与少儿图书馆[J].熊琪.江西图书馆学刊.2006(04)
[5]为儿童创造丰富的多元阅读环境[J].李艳.中小学图书情报世界.2006(10)
[6]少儿图书馆的中介读者工作[J].陈力.中国图书馆学报.2005(06)
[7]浅谈对儿童阅读的辅导[J].蒋丽娜.图书馆工作与研究.2004(05)
[8]少年儿童阅读规律研究[J].孟绂.图书馆工作与研究.2003(05)
[9]http://www.xmst.org/
.
[10]http://www.hnst.org/
.
"
